order_id,product_id,category,price,quantity,order_date
412,P110,Grocery,929,1,2026-02-22
413,P101,Electronics,1805,4,2024-11-11
414,P106,Electronics,1157,2,2025-03-01
415,P109,Grocery,262,5,2024-09-13
416,P110,Grocery,1371,4,2025-09-12
417,P107,Grocery,1914,3,2025-07-30
418,P106,Electronics,1933,1,2024-08-07
419,P103,Home,1626,5,2025-03-26
420,P112,Clothing,267,3,2026-01-10
421,P109,Grocery,1878,1,2025-07-19
422,P107,Grocery,608,2,2025-03-10
423,P101,Electronics,1623,2,2024-10-14
424,P102,Home,560,2,2024-08-21
425,P102,Home,564,2,2025-10-02
426,P103,Home,573,5,2025-12-11
427,P106,Electronics,1181,3,2024-07-06
428,P109,Grocery,1738,3,2025-01-07
429,P104,Grocery,177,3,2024-08-17
430,P100,Clothing,1662,1,2025-12-31
431,P108,Sports,1713,2,2025-01-13
432,P112,Clothing,112,2,2024-10-06
433,P113,Electronics,116,2,2024-09-20
434,P102,Home,1947,3,2026-04-02
435,P103,Home,1134,2,2024-04-21
436,P111,Home,1902,5,2025-04-28
437,P106,Electronics,1686,2,2024-11-08
438,P111,Home,711,4,2024-05-31
439,P111,Home,811,5,2025-09-06
440,P103,Home,1351,4,2024-09-09
441,P102,Home,1336,5,2025-06-25
442,P114,Clothing,744,2,2025-07-04
443,P105,Grocery,1469,1,2025-04-23
444,P103,Home,854,2,2025-10-17
445,P102,Home,1746,2,2026-01-24
446,P101,Electronics,801,5,2025-03-05
447,P114,Clothing,965,5,2024-06-18
448,P103,Home,1909,1,2024-09-24
449,P101,Electronics,682,2,2026-02-03
450,P106,Electronics,1853,2,2025-07-26
451,P103,Home,496,2,2026-03-12
452,P106,Electronics,881,5,2025-09-28
453,P112,Clothing,1330,5,2024-05-19
454,P107,Grocery,1786,5,2024-10-31
455,P100,Clothing,1765,5,2024-09-25
456,P108,Sports,1035,1,2026-03-15
457,P101,Electronics,125,1,2025-01-09
458,P106,Electronics,729,2,2025-03-27
459,P104,Grocery,1335,3,2025-08-14
460,P108,Sports,1227,4,2025-07-03
461,P105,Grocery,1337,5,2025-08-08
462,P100,Clothing,442,2,2025-02-09
463,P106,Electronics,193,1,2024-12-24
464,P103,Home,761,4,2026-04-13
465,P108,Sports,1258,2,2025-04-12
466,P101,Electronics,285,3,2024-07-10
467,P109,Grocery,355,2,2024-12-30
468,P114,Clothing,612,3,2025-03-17
469,P109,Grocery,1594,2,2025-05-14
470,P113,Electronics,329,2,2025-07-01
471,P102,Home,1633,5,2024-05-25
472,P114,Clothing,919,2,2025-04-25
473,P112,Clothing,1044,2,2025-09-15
474,P102,Home,983,4,2024-09-30
475,P106,Electronics,838,5,2024-08-31
476,P108,Sports,435,2,2025-05-06
477,P105,Grocery,611,3,2025-01-03
478,P108,Sports,124,5,2025-09-30
479,P113,Electronics,484,3,2025-07-15
480,P111,Home,1800,3,2024-06-02
481,P114,Clothing,1898,2,2024-11-14
482,P109,Grocery,959,2,2024-12-01
483,P112,Clothing,1118,3,2025-03-19
484,P110,Grocery,779,3,2025-07-21
485,P111,Home,933,5,2024-10-17
486,P110,Grocery,473,5,2024-08-08
487,P108,Sports,1874,1,2024-10-17
488,P102,Home,106,3,2026-02-24
489,P108,Sports,1386,4,2025-06-08
490,P105,Grocery,646,4,2025-04-19
491,P112,Clothing,377,1,2024-06-23
492,P103,Home,115,1,2024-08-28
493,P114,Clothing,1910,5,2024-06-30
494,P110,Grocery,1846,4,2026-03-25
495,P109,Grocery,514,2,2025-12-11
496,P100,Clothing,1064,4,2025-08-21
497,P113,Electronics,1377,3,2024-06-26
498,P108,Sports,836,4,2026-03-27
499,P111,Home,405,4,2024-05-27
500,P113,Electronics,1002,4,2025-11-15
501,P105,Grocery,537,5,2025-12-24
502,P103,Home,1777,3,2025-03-22
503,P108,Sports,971,5,2025-12-21
504,P105,Grocery,371,2,2025-12-06
505,P104,Grocery,1433,2,2025-05-24
506,P110,Grocery,1774,2,2024-04-28
507,P113,Electronics,936,3,2025-06-05
508,P109,Grocery,319,1,2024-10-17
509,P106,Electronics,1607,2,2025-09-25
510,P103,Home,1153,5,2025-12-08
511,P111,Home,1311,3,2024-11-16
512,P104,Grocery,1413,2,2024-09-17
513,P104,Grocery,208,4,2026-03-05
514,P101,Electronics,1068,5,2025-05-11
515,P101,Electronics,1762,4,2024-12-07
516,P108,Sports,1865,5,2024-11-16
517,P105,Grocery,1094,2,2025-11-01
518,P102,Home,301,3,2025-11-22
519,P102,Home,875,1,2026-03-14
520,P111,Home,417,5,2024-10-10
521,P107,Grocery,252,4,2026-01-11
522,P110,Grocery,1616,1,2026-01-28
523,P108,Sports,710,2,2025-12-08
524,P107,Grocery,1445,2,2025-02-28
525,P109,Grocery,478,3,2025-06-24
526,P110,Grocery,1141,1,2025-08-01
527,P104,Grocery,604,3,2024-07-09
528,P100,Clothing,1823,1,2025-06-03
529,P105,Grocery,740,2,2025-11-08
530,P103,Home,565,3,2025-01-14
531,P101,Electronics,1335,4,2024-08-18
532,P111,Home,661,4,2025-07-11
533,P109,Grocery,110,3,2025-01-28
534,P103,Home,872,5,2025-07-31
535,P111,Home,1274,2,2025-04-22
536,P101,Electronics,684,2,2025-03-30
537,P103,Home,648,5,2024-07-10
538,P113,Electronics,1697,1,2025-08-22
539,P109,Grocery,1435,1,2024-08-13
540,P113,Electronics,1458,5,2024-05-18
541,P101,Electronics,972,2,2026-01-07
542,P108,Sports,327,5,2026-03-14
543,P101,Electronics,1589,1,2025-02-14
544,P109,Grocery,156,1,2025-10-17
545,P106,Electronics,122,4,2025-03-20
546,P101,Electronics,304,4,2025-01-12
547,P102,Home,519,2,2024-05-29
548,P104,Grocery,439,1,2024-11-08
549,P106,Electronics,380,1,2024-06-22
550,P106,Electronics,1411,4,2025-08-04
551,P110,Grocery,706,2,2024-06-30
552,P109,Grocery,1780,4,2024-10-14
553,P105,Grocery,157,4,2024-12-21
554,P107,Grocery,468,4,2025-11-18
555,P107,Grocery,1531,4,2025-12-16
556,P113,Electronics,108,4,2024-08-08
557,P104,Grocery,438,4,2025-06-04
558,P106,Electronics,1631,1,2025-09-21
559,P107,Grocery,110,2,2024-12-16
560,P109,Grocery,1000,4,2024-08-27
561,P108,Sports,896,2,2026-03-08
562,P101,Electronics,1597,3,2025-10-12
563,P110,Grocery,1872,4,2024-05-07
564,P102,Home,1481,1,2024-05-06
565,P114,Clothing,373,5,2024-10-04
566,P108,Sports,773,3,2025-11-11
567,P100,Clothing,1139,1,2024-08-21
568,P105,Grocery,1108,3,2024-11-17
569,P110,Grocery,1455,2,2025-05-23
570,P103,Home,1142,1,2025-07-27
571,P105,Grocery,880,2,2024-07-19
572,P114,Clothing,605,4,2024-11-06
573,P105,Grocery,1524,3,2024-11-18
574,P105,Grocery,607,1,2024-08-20
575,P104,Grocery,1964,5,2024-12-12
576,P101,Electronics,1140,4,2025-11-09
577,P103,Home,1990,3,2024-08-20
578,P111,Home,1553,1,2024-08-06
579,P112,Clothing,1253,1,2025-01-07
580,P102,Home,1371,2,2025-11-17
581,P104,Grocery,650,3,2025-06-19
582,P104,Grocery,1219,1,2025-08-27
583,P106,Electronics,444,2,2024-12-20
584,P113,Electronics,711,4,2024-06-23
585,P102,Home,1920,2,2024-12-22
586,P112,Clothing,1802,4,2024-06-15
587,P106,Electronics,1968,3,2024-06-13
588,P114,Clothing,1106,2,2025-04-06
589,P112,Clothing,1202,3,2025-05-10
590,P107,Grocery,851,5,2025-01-03
591,P100,Clothing,646,5,2024-05-14
592,P102,Home,1470,4,2025-02-09
593,P106,Electronics,1856,5,2024-12-14
594,P109,Grocery,305,5,2025-11-26
595,P100,Clothing,1595,1,2025-05-19
596,P103,Home,1911,2,2025-10-12
597,P106,Electronics,1683,2,2025-04-28
598,P110,Grocery,1114,2,2026-03-10
599,P114,Clothing,1184,1,2025-07-22
600,P102,Home,1659,4,2026-02-09
601,P114,Clothing,455,3,2025-02-25
602,P110,Grocery,1989,2,2026-01-13
603,P113,Electronics,744,3,2025-08-10
604,P110,Grocery,1990,2,2025-03-13
605,P104,Grocery,796,5,2024-08-11
606,P107,Grocery,1133,5,2025-05-12
607,P112,Clothing,1964,2,2024-10-17
608,P106,Electronics,1270,1,2025-11-19
609,P104,Grocery,1915,4,2025-04-24
610,P104,Grocery,451,3,2025-09-29
611,P107,Grocery,1384,2,2024-05-26
612,P102,Home,885,3,2025-01-14
613,P107,Grocery,1315,3,2025-08-29
614,P108,Sports,998,5,2026-03-19
615,P109,Grocery,985,1,2025-09-16
616,P107,Grocery,968,4,2024-09-11
617,P100,Clothing,652,4,2025-09-02
618,P106,Electronics,941,3,2026-01-23
619,P103,Home,1309,4,2025-10-06
620,P104,Grocery,398,4,2026-02-07
621,P103,Home,1837,1,2024-08-03
622,P108,Sports,1603,4,2025-01-05
623,P111,Home,788,5,2025-10-11
624,P114,Clothing,1618,2,2024-07-22
625,P110,Grocery,1904,2,2025-05-11
626,P109,Grocery,1617,5,2025-07-21
627,P106,Electronics,1543,5,2024-10-09
628,P114,Clothing,268,2,2024-09-28
629,P104,Grocery,1446,1,2026-01-17
630,P101,Electronics,163,1,2025-07-27
631,P103,Home,580,3,2025-09-26
632,P108,Sports,739,2,2025-12-24
633,P103,Home,856,5,2024-05-21
634,P101,Electronics,901,3,2025-06-23
635,P110,Grocery,1657,4,2025-10-22
636,P105,Grocery,788,2,2025-04-01
637,P105,Grocery,624,1,2024-05-08
638,P103,Home,1546,1,2024-06-27
639,P112,Clothing,1843,1,2024-11-09
640,P107,Grocery,1943,4,2024-11-02
641,P112,Clothing,208,2,2025-05-09
642,P106,Electronics,1284,1,2026-04-04
643,P110,Grocery,435,5,2025-12-29
644,P109,Grocery,973,5,2026-01-22
645,P109,Grocery,1030,2,2025-08-01
646,P101,Electronics,292,1,2024-05-14
647,P112,Clothing,475,4,2025-01-07
648,P112,Clothing,1153,5,2026-01-18
649,P112,Clothing,560,5,2025-02-20
650,P109,Grocery,1534,1,2025-02-22
651,P109,Grocery,220,2,2026-04-04
652,P109,Grocery,149,3,2024-06-04
653,P110,Grocery,1192,4,2025-09-10
654,P104,Grocery,1472,4,2025-04-13
655,P110,Grocery,1537,4,2025-08-04
656,P114,Clothing,337,5,2024-09-09
657,P109,Grocery,1118,2,2025-02-25
658,P103,Home,1827,5,2024-11-16
659,P105,Grocery,1271,4,2025-08-23
660,P104,Grocery,1562,4,2025-10-20
661,P101,Electronics,1671,4,2024-09-01
662,P114,Clothing,1226,5,2025-12-11
